rank,name,score,date
78,Odd Taxi,8.65,2025-04-04
79,Made in Abyss,8.64,2025-04-04
80,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.64,2025-04-04
81,Shigatsu wa Kimi no Uso,8.64,2025-04-04
82,Shiguang Dailiren II,8.64,2025-04-04
83,Tengen Toppa Gurren Lagann,8.64,2025-04-04
84,Shingeki no Kyojin Season 3,8.63,2025-04-04
85,Natsume Yuujinchou Shi,8.63,2025-04-04
86,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,2025-04-04
87,Ping Pong the Animation,8.62,2025-04-04
88,Bungou Stray Dogs 5th Season,8.62,2025-04-04
89,Death Note,8.62,2025-04-04
90,Haikyuu!! Second Season,8.62,2025-04-04
91,Cyberpunk: Edgerunners,8.61,2025-04-04
92,Haikyuu!! Movie: Gomisuteba no Kessen,8.61,2025-04-04
93,Hajime no Ippo: Rising,8.61,2025-04-04
94,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.61,2025-04-04
95,Made in Abyss: Retsujitsu no Ougonkyou,8.61,2025-04-04
96,Natsume Yuujinchou Roku,8.61,2025-04-04
97,Kenpuu Denki Berserk,8.60,2025-04-04
98,Dungeon Meshi,8.60,2025-04-04
99,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,2025-04-04
100,Suzumiya Haruhi no Shoushitsu,8.59,2025-04-04
