rank,name,score,date
41,Bocchi the Rock!,8.76,2025-03-25
42,Boku no Kokoro no Yabai Yatsu 2nd Season,8.76,2025-03-25
43,Shingeki no Kyojin: The Final Season Part 2,8.76,2025-03-25
44,Vinland Saga,8.76,2025-03-25
45,Jujutsu Kaisen 2nd Season,8.76,2025-03-25
46,Monogatari Series: Second Season,8.76,2025-03-25
47,Cowboy Bebop,8.75,2025-03-25
48,Ashita no Joe 2,8.74,2025-03-25
49,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.74,2025-03-25
50,Kingdom 4th Season,8.73,2025-03-25
51,One Piece,8.73,2025-03-25
52,Shiguang Dailiren,8.73,2025-03-25
53,The First Slam Dunk,8.73,2025-03-25
54,Kimetsu no Yaiba: Yuukaku-hen,8.72,2025-03-25
55,Kingdom 5th Season,8.72,2025-03-25
56,Mushishi Zoku Shou 2nd Season,8.72,2025-03-25
57,Hibike! Euphonium 3,8.72,2025-03-25
58,86 Part 2,8.71,2025-03-25
59,Mob Psycho 100 III,8.71,2025-03-25
60,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.70,2025-03-25
61,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.70,2025-03-25
62,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.70,2025-03-25
63,Code Geass: Hangyaku no Lelouch,8.70,2025-03-25
64,Chi. Chikyuu no Undou ni Tsuite,8.69,2025-03-25
65,Mushishi Zoku Shou,8.69,2025-03-25
66,Mo Dao Zu Shi: Wanjie Pian,8.68,2025-03-25
67,Monogatari Series: Off & Monster Season,8.68,2025-03-25
68,Bleach: Sennen Kessen-hen - Soukoku-tan,8.68,2025-03-25
69,Great Teacher Onizuka,8.68,2025-03-25
70,Violet Evergarden,8.68,2025-03-25
71,Hajime no Ippo: New Challenger,8.67,2025-03-25
72,Howl no Ugoku Shiro,8.67,2025-03-25
73,Look Back,8.66,2025-03-25
74,Mononoke Hime,8.66,2025-03-25
75,Tian Guan Cifu Er,8.66,2025-03-25
76,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.65,2025-03-25
77,Mushishi,8.65,2025-03-25
78,Odd Taxi,8.65,2025-03-25
79,Made in Abyss,8.64,2025-03-25
80,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.64,2025-03-25
81,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.64,2025-03-25
82,Shigatsu wa Kimi no Uso,8.64,2025-03-25
83,Shiguang Dailiren II,8.64,2025-03-25
84,Tengen Toppa Gurren Lagann,8.64,2025-03-25
85,Shingeki no Kyojin Season 3,8.63,2025-03-25
86,Natsume Yuujinchou Shi,8.63,2025-03-25
87,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,2025-03-25
88,Ping Pong the Animation,8.62,2025-03-25
89,Bungou Stray Dogs 5th Season,8.62,2025-03-25
90,Death Note,8.62,2025-03-25
91,Haikyuu!! Movie: Gomisuteba no Kessen,8.62,2025-03-25
92,Haikyuu!! Second Season,8.62,2025-03-25
93,Cyberpunk: Edgerunners,8.61,2025-03-25
94,Hajime no Ippo: Rising,8.61,2025-03-25
95,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.61,2025-03-25
96,Made in Abyss: Retsujitsu no Ougonkyou,8.61,2025-03-25
97,Natsume Yuujinchou Roku,8.61,2025-03-25
98,Kenpuu Denki Berserk,8.60,2025-03-25
99,Dungeon Meshi,8.60,2025-03-25
100,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,2025-03-25
