rank,name,score,date
49,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.74,2025-04-18
50,Kingdom 4th Season,8.73,2025-04-18
51,One Piece,8.73,2025-04-18
52,Shiguang Dailiren,8.73,2025-04-18
53,The First Slam Dunk,8.73,2025-04-18
54,Hibike! Euphonium 3,8.72,2025-04-18
55,Kimetsu no Yaiba: Yuukaku-hen,8.72,2025-04-18
56,Kingdom 5th Season,8.72,2025-04-18
57,Mushishi Zoku Shou 2nd Season,8.72,2025-04-18
58,Mob Psycho 100 III,8.71,2025-04-18
59,86 Part 2,8.71,2025-04-18
60,Chi. Chikyuu no Undou ni Tsuite,8.71,2025-04-18
61,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.70,2025-04-18
62,Code Geass: Hangyaku no Lelouch,8.70,2025-04-18
63,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.70,2025-04-18
64,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.70,2025-04-18
65,Mushishi Zoku Shou,8.69,2025-04-18
66,Mo Dao Zu Shi: Wanjie Pian,8.68,2025-04-18
67,Monogatari Series: Off & Monster Season,8.68,2025-04-18
68,Great Teacher Onizuka,8.68,2025-04-18
69,Violet Evergarden,8.68,2025-04-18
70,Bleach: Sennen Kessen-hen - Soukoku-tan,8.67,2025-04-18
71,Hajime no Ippo: New Challenger,8.67,2025-04-18
72,Howl no Ugoku Shiro,8.67,2025-04-18
73,Mononoke Hime,8.66,2025-04-18
74,Tian Guan Cifu Er,8.66,2025-04-18
75,Shiguang Dailiren II,8.65,2025-04-18
76,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.65,2025-04-18
77,Look Back,8.65,2025-04-18
78,Mushishi,8.65,2025-04-18
79,Odd Taxi,8.65,2025-04-18
80,Made in Abyss,8.64,2025-04-18
81,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.64,2025-04-18
82,Shigatsu wa Kimi no Uso,8.64,2025-04-18
83,Tengen Toppa Gurren Lagann,8.64,2025-04-18
84,Shingeki no Kyojin Season 3,8.63,2025-04-18
85,Natsume Yuujinchou Shi,8.63,2025-04-18
86,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,2025-04-18
87,Ping Pong the Animation,8.62,2025-04-18
88,Bungou Stray Dogs 5th Season,8.62,2025-04-18
89,Death Note,8.62,2025-04-18
90,Haikyuu!! Second Season,8.62,2025-04-18
91,Cyberpunk: Edgerunners,8.61,2025-04-18
92,Haikyuu!! Movie: Gomisuteba no Kessen,8.61,2025-04-18
93,Hajime no Ippo: Rising,8.61,2025-04-18
94,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.61,2025-04-18
95,Made in Abyss: Retsujitsu no Ougonkyou,8.61,2025-04-18
96,Natsume Yuujinchou Roku,8.61,2025-04-18
97,Kenpuu Denki Berserk,8.60,2025-04-18
98,Dungeon Meshi,8.60,2025-04-18
99,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,2025-04-18
100,Suzumiya Haruhi no Shoushitsu,8.59,2025-04-18
